Grossratswahlen 2018 / Election du Grand Conseil 2018
Sitzverteilung und Wähleranteile / Répartition des sièges et pourcentage des voix
Wahlkreis / Cercle électoral: Oberaargau
Listennr.;Kürzel;Sitze;Frauen;Parteistimmen;Wähleranteil;Gewählte
No liste;Sigle;Sièges;Femmes;Suffrages de parti;Pourcentage;Personnes élues
1;grünliberale Oberaargau;0;0;7'328;3.8%;0
2;Junge Grünliberale Oberaargau;0;0;1'274;0.7%;0
3;Schweizerische Volkspartei;4;0;59'491;31.1%;4
4;Mangiante Roberto;0;0;506;0.3%;0
5;PNOS - Partei der Eidgenossen;0;0;3'419;1.8%;0
6;Sozialdemokratische Partei und Gewerkschaften Oberaargau;3;1;36'702;19.2%;3
7;JUSO plus;0;0;2'411;1.3%;0
8;Evangelische Volkspartei;1;1;9'886;5.2%;1
9;junge evangelische volkspartei;0;0;2'268;1.2%;0
10;Bürgerlich-Demokratische Partei;1;1;18'660;9.7%;1
11;Jungliberale Langenthal und Umgebung;0;0;2'037;1.1%;0
12;FDP.Die Liberalen Oberaargau;2;1;24'436;12.8%;2
13;Eidgenössisch-Demokratische Union;1;0;9'597;5.0%;1
14;Grüne Oberaargau;0;0;12'159;6.4%;0
15;Unabhängige Liste Oberaargau;0;0;1'452;0.8%;0
Wahlkreis / Cercle électoral: Oberaargau
Listennr.;Kürzel;Sitze;Frauen;Parteistimmen;Wähleranteil;Gewählte
No liste;Sigle;Sièges;Femmes;Suffrages de parti;Pourcentage;Personnes élues
;Total:;12;4;191'626;100.0%;12
Wahlberechtigte / Nombre d'électeurs;58'677
Eingelangte Wahlzettel / Bulletins rentrés;16'238
Leere Wahlzettel / Blancs;18
Ungültige Wahlzettel / Nuls;72
Gültige Wahlzettel / Bulletins valables;16'148
Wahlbeteiligung / Participation électorale;27.7%

Liste;1;grünliberale Oberaargau
Kürzel / Sigle;glp;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;6893;
Zusatzstimmen / Suffrages complémentaires;435;
Parteistimmen / Total des suffrages de parti;7328;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Jordi;Irène;1989;Juristin;Bern;1'004;
2;Jost;Tamara;1984;Geschäftsführerin, HR-Fachfrau;Herzogenbuchsee;745;
3;Niklaus-Lanz;Renate;1962;Filialleiterin Private Spitex;Langenthal;629;
4;Gehrig;Thomas;1961;Organisationsentwickler, Dozent;Wiedlisbach;617;
5;Lehmann;Mark;1975;Eidg. Dipl. Institutionsleiter;Roggwil;563;
6;Zeugin;Urs;1970;Schreiner;Thörigen;548;
7;Debrunner;Daniel;1959;Dipl. Ing. ETH;Inkwil;538;
8;Geiser;Claudia-Dominique;1993;Entwicklungsökonomin;Langenthal;520;
9;Rothenbühler;Josef;1961;Zimmermeister, Holzbautechniker;Madiswil;457;
10;Küffer;Felix;1967;Dipl. Betriebsökonom FH;Thörigen;455;
11;Kalau;Thomas;1963;EDA-Mitarbeiter;Herzogenbuchsee;452;
12;Zürcher;Bendicht Niklaus;1959;Dipl. Gastronomie-Betriebsleiter;Langenthal;365;

Liste;2;Junge Grünliberale Oberaargau
Kürzel / Sigle;jglp;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;1234;
Zusatzstimmen / Suffrages complémentaires;40;
Parteistimmen / Total des suffrages de parti;1274;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Oberli;Raphael;1996;Mathematikstudent;Thunstetten;342;
2;Küffer;Nicole;1998;Lernende Kauffrau im öff. Verkehr;Thörigen;287;
3;Müller;Samuel Pablo;1986;Wissenschaftlicher Mitarbeiter glp CH;Herzogenbuchsee;181;
4;Zwahlen;Christian;1991;Support Produktentwickler;Herzogenbuchsee;159;
5;Meier;Romina;1991;Sachbearbeiterin Krankenkasse;Langenthal;140;
6;Heussi;Marc André;1995;Spediteur, Musiklehrer;Langenthal;125;

Liste;3;Schweizerische Volkspartei
Kürzel / Sigle;SVP;
Sitze / Sièges;4;
Kandidatenstimmen /Total des suffrages nominatifs;54675;
Zusatzstimmen / Suffrages complémentaires;4816;
Parteistimmen / Total des suffrages de parti;59491;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Freudiger;Patrick;1984;Selbständiger Rechtsanwalt;Langenthal;6'901;x
2;Leuenberger;Samuel;1962;Meisterlandwirt;Bannwil;5'956;x
3;Bösiger;Beat;1970;Gemüseproduzent, Unternehmer;Niederbipp;5'787;
4;Schüpbach;Andreas;1958;Meisterlandwirt;Huttwil;4'664;
Stimmen haben erhalten/Ont obtenu des suffrages
5;Bösiger;Markus;1957;Unternehmer;Roggwil;4'280;
6;Sommer;Käthi;1972;Bäuerin, Hausfrau;Walterswil;4'170;
7;Krähenbühl;Thomas;1986;Meisterlandwirt;Röthenbach b.H.;4'140;
8;Reinmann;Klaus;1958;Verkäufer ADM, Unternehmer;Bleienbach;4'002;
9;Roth;Markus;1956;Versicherungs- und Vorsorgeberater;Madiswil;3'973;
10;Seiler;Gabriela;1972;Kauffrau;Aarwangen;3'752;
11;Steiner;Elsbeth;1958;Geschäftsführerin Spitex;Lotzwil;3'615;
