1;Weibel;Sandra;1992;Studentin Humanmedizin;Aarberg;946;
2;Feusi;Dominic;1995;Dipl. Pflegefachmann HF;Schüpfen;886;
3;Huissoud;Nicolas;1998;Uhrmacher i.A., Präsident JBDP;Jens;831;
4;Reichenbach;Selina;1995;Studentin Betriebsökonomie, Kauffrau;Schüpfen;708;
5;Kaufmann;Thomas Matthias;1991;Teamleiter Personaladministration;Diessbach b. Büren;659;
6;Zysset;Samuel;1983;Haustechnikplaner-Sanitär;Aarberg;543;
7;Muff;Kai;1995;Fachmann Operationstechnik i.A.;Biel;484;
8;Romero-Bickel;Tanja;1990;Institutionsleiterin KITA;Walperswil;457;
9;Nussbaum;Dominik;1990;Techniker Brandschutz;Biel;435;
10;Sutter;Aurèle;1997;Student im Zwischenjahr;Biel;410;
11;Wüthrich;Jan;1997;Detailhandelsfachmann;Vinelz;373;
12;Schiess;Cédric;1998;Uhrenverkäufer;Pieterlen;317;
13;Celebic;Sabrija;1990;Student Politikwissenschaften;Biel;297;

Liste;3;Evangelische Volkspartei
Kürzel / Sigle;EVP / PEV;
Sitze / Sièges;1;
Kandidatenstimmen /Total des suffrages nominatifs;33449;
Zusatzstimmen / Suffrages complémentaires;2966;
Parteistimmen / Total des suffrages de parti;36415;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Schnegg;Christine;1966;Grossrätin, Präsidentin EVP Kanton Bern;Lyss;3'216;x
Stimmen haben erhalten/Ont obtenu des suffrages
2;Messerli;Philippe;1969;Geschäftsführer, Gemeinderat;Nidau;2'256;x
3;Stotzer-Wyss;Barbara;1975;Theologin, Gemeinderätin;Büren a. A.;1'571;
4;Aebi;Reto;1957;Lehrer, Ausbildner SFV;Worben;1'427;
5;Hegnauer Spahni;Karin;1964;Betriebsleiterin Passepartout Biel;Diessbach;1'277;
6;Burri Schift;Petra;1967;Pfarrerin, Primarlehrerin;Biel;1'270;
7;Ritter;Matthias Daniel;1977;Dipl. Forsting. ETH, Mittelschullehrer;Walperswil;1'251;
8;Gerber;Jürgen;1962;Unternehmensberater, Mitglied Grosser Gemeinderat;Lyss;1'237;
9;Gerber;Stefan;1975;Theologe, Vize-Gemeindepräsident;Studen;1'224;
10;Löffel;Christian;1966;Techniker TS Holzbau;Biel;1'219;
11;Meyer;Heidi;1974;Primarlehrerin, Familienfrau;Brügg BE;1'203;
12;Blösch-Althaus;Paul;1955;Nachlassregler, Stadtrat;Nidau;1'191;
13;Jaggi;Christine;1951;Pflegefachfrau HF, Geschäftsleitungsmitglied PRISSAG AG;Aarberg;1'180;
14;Kummer;Daniel;1963;Pädagogiklehrer am Gymnasium/Fachmittelschule;Täuffelen;1'143;
15;Georg;Pascal;1959;Sportkoordinator Sport-Kultur-Studium, Sportkommission Biel;Tüscherz;1'105;
16;Schnegg;Peter;1976;Projektleiter, Gemeinderat;Ipsach;1'090;
17;Bourquin;Hans-Ulrich;1955;Masch.Ing.HTL, Mitglied Grosser Gemeinderat;Busswil;1'089;
18;Haldimann;Matthias;1968;Unternehmer, EDV-Geschäftsleiter;Müntschemier;1'088;
19;Brunner;Thomas;1967;Steuerexperte, Stadtrat;Biel;1'079;
20;Molina;Franziska;1959;Pflegefachfrau, Stadträtin;Biel;1'077;
21;Mösch-Rohrer;Mirjam;1982;Pflegefachfrau SP Kind, Familienmanagerin;Lengnau;1'069;
22;Niklaus;Eric;1965;Enseignant, directeur d'école;Bienne;1'065;
23;Cantieni;Beat;1963;Primarlehrer;Lengnau;1'053;
24;Schütz;Martin Daniel;1964;Studiengangsleiter PH Bern;Treiten;1'049;
25;Heimberg-Blum;Sabina;1981;Umweltingenieurin ETH, Tagesmutter;Lyss;1'041;
26;Beyeler;Morena;1976;kaufm. Angestellte, Personalassistentin;Lyss;979;

Liste;4;junge evangelische volkspartei
Kürzel / Sigle;jevp / jpev;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;5874;
Zusatzstimmen / Suffrages complémentaires;166;
Parteistimmen / Total des suffrages de parti;6040;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Hauser;Joel;1987;Orthopädietechniker Meister, Stadtrat;Nidau;298;
2;Lehmann;Andrin;1988;Pfarrer EGW;Biel;280;
3;Tuohy;Ilona;1986;Primarlehrerin, Familienfrau;Nidau;263;
4;Schor;Rebekka;1983;Biologin, Lehrerin;Gerolfingen;259;
5;Brunner;Michal;1993;Pflegefachfrau;Bern;251;
6;Gilgen;Patrick;1993;Sanitär-Installateur, IGW-Student;Brügg;250;
7;Schnegg;Sara;1990;Kauffrau EFZ, Grosser Gemeinderat;Lyss;250;
8;Liechti;Kathleen;1987;Assistante sociale;Bienne;248;
9;Liechti;Silas;1985;Architecte, Vice-président PEV bernois;Bienne;247;
10;Wenner;Lukas;1992;Leiter digitale Plattformen;Biel;239;
11;Oehme-Blösch;Marlene;1986;dipl. Pflegefachfrau;Nidau;226;
12;Eschler;Damaris;1991;Hochbauzeichnerin;Büren a.A.;224;
13;Schnegg;Maura;1991;Studentin;Lyss;219;
14;Kandasamy;Sujeevan;1985;Personalmitarbeiter Wycliffe Biel;Pieterlen;214;
15;Liechti;Deborah;1985;Familienmanagerin, Kindergärtnerin;Lengnau;214;
16;Gloor;Yannick;1990;Student Rechtswissenschaftliche Fakultät Uni Bern;Biel;214;
17;Gafner;Joye;1999;Mediamatiker i.A.;Safnern;211;
18;Geiser;Eliane;1993;Dipl. Heil- und Sozialpädagogin;Nidau;209;
19;Löffel;Aline;1998;Kauffrau;Biel;208;
20;Bourquin;Mathieu;1991;Embedded Sofware Developer, Student BFH;Lyss;205;
21;Brunner;Raphael;1994;Student PH;Lyss;205;
22;Kohler;Lukas;1992;Finanzberater Swisslife-Select;Port;203;
23;Meister;Christian;1991;Fachmann Gesundheit;Biel;202;
24;Meister;David;1990;Sanitär, Jugendarbeiter;Biel;190;
25;Cantieni;Angela;1997;Wirtschafts-Studentin;Lengnau;178;
26;Cantieni;Simeon;1993;Landschaftsgärtner;Biel;167;

Liste;5;Eidgenössisch-Demokratische Union
Kürzel / Sigle;EDU / UDF;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;12975;
Zusatzstimmen / Suffrages complémentaires;673;
Parteistimmen / Total des suffrages de parti;13648;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Bonsack;Peter;1948;Unternehmer, Gemeinderat;Kallnach;1'529;
2;Brunner;Stefan;1985;Landwirt;Aarberg;776;
3;Häni;Beat;1974;Unternehmer, Baumaschinenmechaniker;Busswil;561;
4;Bürgi;Rolf Eduard;1959;Feuerungsfachmann;Aarberg;508;
5;Holzer;Hans Rudolf;1964;CNC-Mechaniker;Lyss;508;
6;Reichenbach;Markus;1969;Holzbauingenieur FH;Wiler;499;
7;Hügli;Jonas;1982;Wirtschaftsingenieur;Orpund;497;
8;Schildknecht-Maurer;Judith;1976;Pflegefachfrau, Familienmanagerin;Biel;494;
9;Marti;Therese;1965;Hauspflegerin;Evilard;491;
10;Flury;Ronald;1959;Mikrotechnikingenieur FH;Lengnau;484;
11;Streit;Betty;1977;Pharmaassistentin, Kosmetikerin;Biel;475;
12;Pfenniger;Claude-Alain;1949;Lehrer;Biel;470;
13;Lauber;Anton Werner;1958;Informatiker, Regionalrichter;Aarberg;462;
14;Wüthrich;Martin;1965;Möbelschreiner;Biel;455;
15;Brönnimann;Rahel;1972;Pflegefachfrau;Biel;452;
16;Schor;Fred;1955;Techn. Kaufmann, Stadtrat;Biel;449;
17;Zocchi;Paul;1964;Berufsmilitär, Ingenieur EurEta;Lyss;442;
18;Reist-Frick;Lilly;1962;GL-Assistenz;Kallnach;439;
19;Furrer;Michaela;1978;Familienfrau;Schüpfen;437;
20;Leutwiler;Karl;1957;Werkzeugmacher;Dotzigen;436;
21;Hofmann;Stefan;1978;Metallschlosser, Feuerungsfachmann;Biel;435;
22;Konrad;Chantal;1954;Buchverkäuferin;Evilard;435;
23;Oppliger;Rudolf;1949;Feinmechaniker;Aegerten;419;
24;Gataby-Gerber;Ruth;1954;Dipl. Sozialarbeiterin;Biel;415;
25;Zweifel;Johannes;1951;Rentner;Meinisberg;407;

Liste;6;Schweizerische Volkspartei SVP Liste Seeland
Kürzel / Sigle;SVP Seeland;
Sitze / Sièges;5;
Kandidatenstimmen /Total des suffrages nominatifs;119486;
Zusatzstimmen / Suffrages complémentaires;21908;
Parteistimmen / Total des suffrages de parti;141394;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Gerber-Weber;Christine;1966;Dipl. Bäuerin, Kauffrau;Detligen;6'910;x
2;Marti;Willy;1957;Geschäftsführer Holzbaubetrieb;Kallnach;6'637;x
3;Schlup;Martin;1960;Dipl. Meisterlandwirt, Lastwagenführer;Schüpfen;6'506;x
4;Ruchti;Fritz;1951;Dipl. Meisterlandwirt;Seewil;6'180;x
5;Wyss;Fritz;1971;Agro. Ing. HTL, Landwirt;Wengi;6'024;x
Stimmen haben erhalten/Ont obtenu des suffrages
6;Affolter;Fritz;1951;Sekundarlehrer, Gemeindepräsident;Aarberg;5'788;
7;Günthör;Nadja;1965;Selbständiger Coach, Kommunikationsmanagerin;Erlach;5'011;
8;Bohli;Barbara;1951;Heimleiterin, Gemeinderätin;Lobsigen;4'655;
9;Maurer;Roger;1972;Landmaschinenmechanikermeister, Gemeindepräsident;Dotzigen;4'642;
10;Faul;Fredy;1969;Unternehmer, Gemeinderat;Erlach;4'626;
11;Wyss;Petra;1968;Unternehmerin;Aarberg;4'495;
12;Pittet;Pierre-André;1965;Vizedirektor Schweizer Milchproduzenten SMP, Gemeinderat;Schüpfen;4'489;
13;Von Arx;Peter;1963;Abteilungsleiter Öffentliche Sicherheit, Gemeinderat;Walperswil;4'349;
14;Michel;Jürg;1951;Messeleiter, Vizegemeindepräsident;Lyss;4'274;
15;Wellinger;Silvia;1973;Juristin, Kriminologin;Kallnach;4'267;
16;Köchli;Urs;1951;Dr. med.vet., Mitglied GGR Lyss;Lyss;3'989;
17;Burkhardt;Dominique;1974;Berufsunteroffizier Genietruppen;Erlach;3'938;
18;Hübscher;Sara Ellen;1967;Fürsprecherin, dipl. Mediatorin FH;Busswil;3'928;
19;Hofer;Bernhard;1945;Dr. med.vet., Tierarzt;Tschugg;3'744;
20;Jucker;Luis;1961;dipl. Ing. HTL, Gemeinderat;Müntschemier;3'659;
21;Richard;Raynald;1965;Masch. Ing. Produktionsleiter, Gemeindepräsident;Müntschemier;3'641;
22;Pauli;Jan;1995;Plattenleger EFZ;Büren a. A.;3'625;
23;Eggli;Eduard;1959;Unternehmer, Mitglied GGR Lyss;Busswil;3'587;
24;Schmid;Benjamin;1993;Mitarbeiter Generalsekretariat SVP, Bachelor BWL;Lyss;3'534;
25;Henz;Christoph;1998;Bankkaufmann;Seedorf;3'522;
26;Dummermuth;Dominik;1997;Maturand, Unteroffizier;Lyss;3'466;

Liste;7;Schweizerische Volkspartei SVP Liste Biel/Bienne
Kürzel / Sigle;SVP Biel/Bienne;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;45990;
Zusatzstimmen / Suffrages complémentaires;9220;
Parteistimmen / Total des suffrages de parti;55210;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Müller;Mathias;1970;lic. phil., Berufsoffizier;Orvin;3'697;x
2;Schneider;Sandra;1991;Kaufmännische Angestellte, Stadträtin;Biel;3'179;
Stimmen haben erhalten/Ont obtenu des suffrages
3;Spahr;Adrian;1994;Polizist mit eidg. Fachausweis, Präsident JSVP Kanton Bern;Lengnau;3'015;
4;Wolf;Max;1951;Metzgermeister, Gemeindepräsident;Lengnau;2'103;
5;Stalder;Peter;1981;Eidg. Diplomierter Meisterlandwirt, Gemeinderat;Pieterlen;1'994;
6;Berger;Heinz;1961;Lokomotivführer;Aegerten;1'916;
7;Suter;Samuel;1961;Lehrer Realstufe, Gemeinderat;Orpund;1'771;
8;Aebi;Hans-Ueli;1966;lic. rer. pol., Journalist BR;Biel;1'751;
9;Nydegger;Peter;1963;Techn. Kaufmann;Orpund;1'715;
10;Senti;Anja;1996;Zeichnerin EFZ mit Matura, Studentin Architektur;Bellmund;1'644;
11;Widmer;Patrick;1968;Leiter Ausbildung & Entwicklung, Stadtrat;Biel;1'578;
12;Gabathuler;Leander;1992;Student Master of Science in Business Administration, Stadtrat;Nidau;1'573;
13;Marolf;Thomas;1974;Eidg. Dipl. Produktionsleiter, Stadtrat;Nidau;1'548;
14;Hässig;Werner;1949;Schreinermeister in Pension, Gemeinderat;Brügg;1'538;
15;Baumann;Markus;1983;Manager-Deputy Head of Logistic Operations, Stadtrat;Nidau;1'532;
16;Sgier;Heinrich;1954;Geschäftsführer, Gemeinderat;Pieterlen;1'525;
17;Lutz;Roland;1955;Dipl. Betriebsfachmann HF, Gemeinderat;Nidau;1'522;
18;Grob;Oliver;1982;ICT Business Engineer, Stadtrat;Nidau;1'512;
19;Rochat;Julien;1984;Mécanicien automobile avec CFC, Stadtrat;Bienne;1'469;
20;Waechter;Olivier;1974;Directeur des Finances, Stadtrat;Bienne;1'460;
21;Stettler;Urs;1959;Bundesangestellter;Biel;1'453;
22;Wingeyer;Ursula;1960;Geschäftsführerin, Stadträtin;Nidau;1'370;
23;Wingeyer;Bruno;1954;Selbstständiger Immobilienmakler, Mitglied Einbürgerungskommission;Nidau;1'365;
24;Sauter;Viktor;1944;Kaufmann, Stadtrat;Nidau;1'348;
25;Arnold;Rita;1945;Rentnerin;Biel;1'230;
26;Egli;Alice;1939;Rentnerin;Biel;1'182;

Liste;8;Sozialdemokratische Partei und Gewerkschaften Frauen
Kürzel / Sigle;SP Frauen;
Sitze / Sièges;3;
Kandidatenstimmen /Total des suffrages nominatifs;79440;
Zusatzstimmen / Suffrages complémentaires;11475;
Parteistimmen / Total des suffrages de parti;90915;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Zryd;Andrea;1975;Sportlehrerin, Trainerin;Magglingen;8'765;x
2;Junker Burkhard;Margareta;1957;Familienfrau, Grossrätin;Lyss;8'431;x
3;Kocher Hirt;Manuela;1971;Dipl. Pflegefachfrau, Vize-Gemeindepräsidentin;Worben;6'498;
Stimmen haben erhalten/Ont obtenu des suffrages
4;Augsburger-Brom;Dana;1965;Informatikerin;Biel/Bienne;6'283;
5;Clauss;Susanne;1965;Dipl. Hebamme, Geschäftsführerin Geburtshaus Luna;Biel/Bienne;6'193;
6;Tanner;Anna;1989;Sozialarbeiterin, Fachberaterin Opferhilfe;Biel/Bienne;6'186;
7;Bühler Gäumann;Maja;1962;Lehrerin, Heilpädagogin;Lyss;5'794;
8;Seker;Emine;1974;Wirtschaftsinformatikerin;Worben;5'494;
9;Bucher;Juliet;1967;Fachangestellte Gesundheit;Biel/Bienne;5'458;
10;Meister;Katrin;1975;Stv. Ratssekretärin Biel;Lyss;5'389;
11;Tribbia;Selina;1976;Leiterin Fachstelle Gesellschaftspolitik Gewerkschaft Syna;Biel/Bienne;5'238;
12;Flück Mösch;Anna Ursula;1972;Tagesmutter, Vorschulpädagogin;Diessbach;5'030;
13;Musyoka-Hess;Daniela;1967;Fachsupporterin;Biel/Bienne;4'681;

Liste;9;Sozialdemokratische Partei und Gewerkschaften Männer
Kürzel / Sigle;SP Männer;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;46457;
Zusatzstimmen / Suffrages complémentaires;6245;
Parteistimmen / Total des suffrages de parti;52702;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Bachmann;Christian;1953;Gymnasiallehrer;Nidau;5'366;x
2;Bütikofer;Stefan;1978;Gymnasiallehrer;Lyss;4'056;
Stimmen haben erhalten/Ont obtenu des suffrages
3;Binggeli;Vinzenz;1993;Volkswirtschaftsstudent;Busswil;3'778;
4;Stauffer;Andreas;1963;Lokomotivführer BLS, Gemeindepräsident;Täuffelen;3'658;
5;Büscher;Berthold;1966;Gewerkschaftssekretär;Lyss;3'612;
6;Schwab;Kurt;1957;Primarlehrer, Dozent;Nidau;3'559;
7;Allemann;Martin;1964;Sportlehrer, Prorektor;Aarberg;3'493;
8;Bigler;Jarno;1979;Sozialarbeiter;Biel/Bienne;3'294;
9;Keller;Martin;1991;Gymnasiallehrer, Fachhochschullehrer;Ammerzwil;3'281;
10;Steinmann;Alfred;1955;Schulischer Heilpädagoge;Biel/Bienne;3'246;
11;Barth;Matthias;1955;Pfarrer;Port;3'189;
12;Rodriguez Ugolini;Juliàn;1994;Techniksupporter;Biel/Bienne;2'992;
13;Imhof;Franz-Dominik;1981;Gewerkschaftssekretär;Biel/Bienne;2'933;

Liste;10;Parti socialiste romand et syndicats
Kürzel / Sigle;PSR;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;26337;
Zusatzstimmen / Suffrages complémentaires;2440;
Parteistimmen / Total des suffrages de parti;28777;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Dunning;Samantha;1987;Sociologue, coprésidente du PSR;Bienne;2'907;x
2;Hamdaoui;Mohamed;1964;Journaliste;Bienne;2'773;x
Stimmen haben erhalten/Ont obtenu des suffrages
3;Gonzalez Vidal Bassi;Glenda;1968;Formatrice;Bienne;2'163;
4;Renggli;Laura;1987;Linguiste;Bienne;2'065;
5;Stolz;Joseline;1957;Directrice d'école;Bienne;1'922;
6;Jean-Quartier;Caroline;1984;Assistante sociale;Bienne;1'893;
7;Vlaiculescu-Graf;Christiane;1952;Musicienne professionnelle retraitée, coprésidente du PSR;Bienne;1'890;
8;Jacot;Manuel;1988;Enseignant secondaire I et II;Bienne;1'889;
9;Diop;Mamadou;1953;Informaticien;Bienne;1'878;
10;Ogi;Pierre;1947;Horticulteur-paysagiste retraité;Bienne;1'850;
11;Oberholzer;Pascal;1957;Enseignant;Bienne;1'783;
12;Thévoz;Thierry;1970;Coordinateur en insertion professionnelle;Bienne;1'691;
13;Duarte;José;1946;Formateur FSEA;Brügg;1'633;

Liste;11;JUSO JS Bielingue
Kürzel / Sigle;JUSO JS;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;11160;
Zusatzstimmen / Suffrages complémentaires;1149;
Parteistimmen / Total des suffrages de parti;12309;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Koller;Levin;1994;Student Umweltnaturwissenschaften ETH;Biel/Bienne;1'154;
2;Jakob;Livia;1996;Diplomierte Pflegefachfrau;Dotzigen;1'077;
3;Günther;Muriel;1995;Studentin Kommunikationswissenschaften & Medienforschung;Biel;1'030;
4;Ladanie;Jessica;1991;Leiterin deutsche Redaktion Viasuisse;Biel/Bienne;1'015;
5;Wehrlin;Rahel;1995;Studentin Philosophie & Geschichte;Ipsach;1'004;
6;Sublet;Camille;1994;Pianistin;Biel/Bienne;939;
7;Hänzi;Alexa;1996;Studentin Sozialwissenschaften;Pieterlen;937;
8;Schnell;Mathis;1993;Student Politikwissenschaften;Biel;861;
9;Trafelet;Samuel;1995;Student Ethnologie & Wirtschaft, Nachtwache;Brügg;842;
10;Jakob;Nino;1994;Storenmonteur;Dotzigen;836;
11;Lauber;Ludovic;1993;Ingénieur en microtechnologie et électronique;Biel/Bienne;742;
12;Leuchter;Nicola;1998;Angehender Student;Lyss;723;

Liste;12;loswahl.ch / tirageausort.ch
Kürzel / Sigle;LOT / LOT;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;429;
Zusatzstimmen / Suffrages complémentaires;1824;
Parteistimmen / Total des suffrages de parti;2253;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Tennenbaum;Ruth;1958;Projektmanagerin;Biel/Bienne;429;

Liste;13;Freie Liste Biel-Seeland
Kürzel / Sigle;FL;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;4626;
Zusatzstimmen / Suffrages complémentaires;702;
Parteistimmen / Total des suffrages de parti;5328;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Scherrer;Jürg;1947;Rentner;Biel;1'711;
2;Gugger;Daniel;1959;Landwirt, Gärtner;Biel;271;
