10;Berger;Oliver;1975;MSc Betriebswirtschaft Uni Bern, Stadtrat;Bern;2'494;
11;Richner;Simone;1985;Rechtsanwältin;Bern;2'492;
12;Gartenmann;Christina;1959;Apothekerin;Bern;2'461;
13;Mordasini;Semiramis;1995;Gemmologin i.A.;Bern;2'433;
14;Bourdin Karlen;Valérie;1976;Politikwissenschaftlerin public affairs;Bern;2'424;
15;Mathys;Roland;1964;MSc ETH Bau.Ing. / MBA, Bereichsleiter;Bern;2'373;
16;Thomet;Yvonne;1975;Rechtsanwältin, Juristin Berufsfeuerwehr Bern;Bern;2'356;
17;Weder;Christophe;1976;Masch. Ing. BSc. EMBA HSG, Stadtrat;Bern;2'309;
18;Imhof;Mario;1951;Unternehmer, Alt-Stadtrat;Bern;2'256;
19;Roethlisberger;Inés;1966;Leiterin Kompetenzzentrum Arbeit Stadt Bern;Bern;2'199;
20;Diggelmann;Patrick;1971;Betriebsökonom FH;Bern;2'190;

Liste;3;Jungfreisinnige Stadt Bern
Kürzel / Sigle;jf;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;3338;
Zusatzstimmen / Suffrages complémentaires;393;
Parteistimmen / Total des suffrages de parti;3731;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Schmid;Florence;1990;Juristin;Bern;269;
2;Anliker;Stephanie;1986;Wissenschaftliche Mitarbeiterin SECO, Politologin;Bern;216;
3;Hirschi;Joel;1995;Student PPE (Philosophie, Politics, Economics);Bern;211;
4;Von May;Luca;1996;Student BWL;Bern;201;
5;Hutmacher;Marc;1991;Finanzieller Mitarbeiter Schweizerischer Nationalfonds, Student BWL;Bern;197;
6;Koch;Pascal;1991;dipl. Hotelier, Restaurateur HF;Bern;186;
7;Ammann;Max;1994;Masterstudent Rechtswissenschaften;Bern;177;
8;Urwyler;Loris;1996;Elektroplaner EFZ, Student Rechtswissenschaften;Bern;170;
9;Anderau;Basil;1988;Fachspezialist Projektmanagement, Unternehmer;Bern;170;
10;Marti;Thomas;1995;Doktorand in Politikwissenschaften;Bern;166;
11;Baumann;Mentari;1993;Kauffrau, Bachelorstudium FH Business Administration;Bern;161;
12;Fricker;Simon;1989;Controller, Projektleiter;Bern;158;
13;Vogel;Benjamin;1992;Student BWL, Assistent Finanzen bei Logisplus AG;Bern;152;
14;Köpp;Sebastian;1985;Projektleiter für Unternehmenskäufe und - Verkäufe;Bern;149;
15;Farha;Lionel;1998;Kaufmann, Passerelle-Schüler;Bern;141;
16;Geu;Rémy;1992;Masterstudent Rechtswissenschaften;Oberdiessbach;136;
17;Olsthoorn;Patrick;1988;Ökonom;Bern;134;
18;Jaggi;Tim;1991;Student Marketingmanagement HF, eidg.dipl. Augenoptiker;Lenk i.S.;124;
19;Brand;Bryan;1994;Student BWL Banking&Finance;Bern;116;
20;Franzini;Manuel;1995;In Ausbildung;Wohlen;104;

Liste;4;Alternative Linke Bern
Kürzel / Sigle;AL;
Sitze / Sièges;1;
Kandidatenstimmen /Total des suffrages nominatifs;21171;
Zusatzstimmen / Suffrages complémentaires;660;
Parteistimmen / Total des suffrages de parti;21831;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Ammann;Christa;1983;Sozialarbeiterin, Leiterin XENIA Fachstelle Sexarbeit;Bern;2'270;
Stimmen haben erhalten/Ont obtenu des suffrages
2;Rai;Tabea;1993;Fachfrau Betreuung, Sozialpädagogin i.A.;Bern;1'343;
3;Gammenthaler;Eva;1987;Gassenarbeiterin, Politologin;Bern;1'270;
4;Falk;Angela;1986;Psychologin;Bern;1'259;
5;Zihlmann;Franziska;1987;Lehrerin;Bern;1'084;
6;Flück;Markus;1986;Organisator;Bern;1'076;
7;Böhner;David;1967;Drucker;Bern;1'014;
8;Jungen;Karin;1990;Lehrerin i.A.;Goldiwil;1'006;
9;Amrad;Shirin;1984;Studentin Zeitgeschichte und Islamwissenschaften;Bern;995;
10;Leugger;Sebastian;1982;Hausmann;Bern;984;
11;Ruch;Sabine;1975;Kulturmanagerin, Vegan Gastronomin;Bern;963;
12;Pulfer;Simone;1979;Projektleiterin, Sozialanthropologin;Liebefeld;946;
13;Liechti;Luca;1987;Informatiker;Bern;939;
14;Saner;Philippe;1986;Soziologe, Wissenschaftlicher Mitarbeiter;Bern;907;
15;Reimann;Klingsor;1979;Philosoph, Gymnasiallehrer;Bern;904;
16;Hoppen;Philipp;1986;Informatiker, Student Mathematik;Bern;902;
17;Vital;Marleina;1978;Lehrerin;Bern;899;
18;Krüse Gurung;Selina;1987;Sozialanthropologin, Kursleiterin;Bern;836;
19;Onigkeit;Dagobert;1954;Rentner;Bern;794;
20;Vonwil;Roman;1985;Umweltwissenschaftler, Lehrer i.A.;Bern;780;

Liste;5;Sozialdemokratische Partei, JUSO und Gewerkschaften - Frauen
Kürzel / Sigle;SP-Frauen;
Sitze / Sièges;5;
Kandidatenstimmen /Total des suffrages nominatifs;127867;
Zusatzstimmen / Suffrages complémentaires;8187;
Parteistimmen / Total des suffrages de parti;136054;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Von Greyerz;Nicola;1973;Wissenschaftskommunikatorin, Kulturmanagerin;Bern;8'871;x
2;Marti;Ursula;1966;Präsidentin SP Kanton Bern, Kommunikationsberaterin;Bern;8'640;x
3;Schindler;Meret;1986;dipl. Pflegefachfrau HF;Bern;7'950;x
4;Stucki;Béatrice;1960;Kaufm. Angestellte, Gewerkschaftssekretärin VPOD;Bern;7'895;x
5;Funiciello;Tamara;1990;JUSO-Präsidentin, Studentin Geschichte;Bern;7'831;
Stimmen haben erhalten/Ont obtenu des suffrages
6;Kusano;Lea;1980;Ethnologin, Leiterin Kommunikation usic;Bern;6'701;
7;Walpoth;Belinda Nazan;1965;Kaderärztin Kardiologie Inselspital Universität Bern, Lehrbeauftragte Universität Bern;Bern;6'619;
8;Kruit;Marieke;1968;Fachpsychologin für Psychotherapie, Leitende Psychologin;Bern;6'283;
9;Kirchen;Ladina;1970;Anwältin, Stadträtin;Bern;6'071;
10;Siegenthaler;Edith;1983;Leiterin Geschäftsstelle EFS, Dr.des.phil.;Bern;5'883;
11;Mordini;Patrizia;1973;Psychologin lic.phil., Mitglied Geschäftsleitung syndicom;Bern;5'882;
12;Kehrli-Feldmann;Nadja;1976;Sozialarbeiterin, Stadträtin;Bern;5'805;
13;Nienhaus;Agnes;1971;Historikerin, Geschäftsführerin unimedsuisse;Bern;5'718;
14;Kissling-Näf;Ingrid;1964;Ökonomin, Theologin;Bern;5'691;
15;Krummen;Nora;1993;Studentin Pflege;Bern;5'496;
16;Binz;Laura;1981;Historikerin;Bern;5'482;
17;Eggenschwiler;Martina;1984;Sozialarbeiterin;Bern;5'419;
18;Altas;Katharina;1967;Literaturagentin, Stadträtin;Bern;5'377;
19;Allenspach;Lena;1992;Politikwissenschaftlerin;Wengen;5'231;
20;Arnold;Elisabeth;1987;Online-Redaktorin;Bern;5'022;

Liste;6;Sozialdemokratische Partei und Gewerkschaften - Männer
Kürzel / Sigle;SP-Männer;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;53453;
Zusatzstimmen / Suffrages complémentaires;4054;
Parteistimmen / Total des suffrages de parti;57507;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Stampfli;David;1982;Historiker, Geschäftsführender Parteisekretär SP Kanton Bern;Bern;4'536;x
2;Jordi;Stefan;1971;Leiter regionale Partizipation, Politologe;Bern;3'939;x
Stimmen haben erhalten/Ont obtenu des suffrages
3;Marbet;Peter;1967;Historiker Lic.phil.I, Direktor Berner Bildungszentrum Pflege;Bern;3'154;
4;Pinto de Magalhães;Halua;1986;Chemiker (Dr.sc.ETH), Wissenschaftlicher Mitarbeiter;Bern;2'900;
5;Meier;Lukas;1975;Historiker, Fanarbeiter;Bern;2'852;
6;Wegmüller;Lukas;1986;M.A. European Studies, Generalsekretär Nebs;Bern;2'709;
7;Zurbrügg;Simon;1984;Berufsschullehrer;Bern;2'676;
8;Özdemir;Mehmet;1987;Physiker SBB;Bern;2'636;
9;Wartenweiler;Johannes;1960;Gewerkschaftssekretär, Stadtrat;Bern;2'595;
10;Sutter;Michael;1981;Parteisekretär SP Stadt Bern, Stadtrat;Bern;2'579;
11;Frauchiger;Benno;1975;dipl.Masch.-Ing.EPFL, Fachspezialist Erneuerbare Energien;Bern;2'485;
12;Köçer;Fuat;1985;Sekundarlehrer;Bern;2'433;
13;Mihalyi;Szabolcs;1976;Politologe;Bern;2'424;
14;Gschwend;Reto;1980;Koch EFZ, Primarlehrer;Bern;2'342;
15;Gafner;Björn;1990;Sozialarbeiter i.A., Koch EFZ;Bern;2'307;
16;Akçasayar;Timur;1979;Maschinenzeichner, Sicherheitsassistent EKAS;Bern;2'278;
17;Bauer;Fabian;1987;Geograph, Arealentwickler Stadt Bern;Bern;2'227;
18;Waber;Dario;1990;Detailhandelsfachmann, Student Rechtswissenschaften;Bern;2'203;
19;Kolak;Ivan;1984;Gewerkschaftssekretär;Leuzigen;2'112;
20;Dreher;Fabian;1979;Verantwortlicher Kommunikation und Fundraising;Bern;2'066;

Liste;7;JUSO - Junge Arbeitende und Studierende
Kürzel / Sigle;JUSO;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;10938;
Zusatzstimmen / Suffrages complémentaires;1002;
Parteistimmen / Total des suffrages de parti;11940;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Abdirahim;Mohamed;1993;Student PH, Stadtrat;Bern;931;
2;Graf;Muriel;1995;Studentin Soziale Arbeit;Bern;807;
3;Witzig;Lisa;1995;Studentin Style und Design;Bern;748;
4;Diener;Freya;1998;Gymnasiastin;Bern;700;
5;Schumacher;Lukas;1991;Student Geschichte, Campaigner;Ostermundigen;633;
6;Von Bergen;Michael Simon;1991;Schuhmacher, Orthopädieschuhmacher;Brienz;613;
7;Walter;Sebastian;1992;Telematiker;Bern;608;
8;Pompizi;Lea;1996;Studentin Biochemie;Bern;590;
9;Keller;Barbara;1993;Online-Campaignerin, Kommunikationsstudentin;Bern;578;
10;Schär;Madlen;1998;Coiffeuse;Bern;576;
11;Heynen;Michelle;1996;Kauffrau;Bern;564;
12;Münch;Julia;1997;Studentin Physik;Ostermundigen;556;
13;Müller;Silvan;1998;Praktikant;Bern;545;
14;Nyffeler;Lukas;1996;Student Geschichte und Volkswirtschaft;Bern;515;
15;Scherler;Julian;1994;Student Geschichte;Bern;512;
16;Fitze;Dominik;1989;Zentralsekretär Jugend Syndicom;Bern;502;
17;Hidalgo Staub;Samuel;1992;Student Geschichte;Bern;488;
18;Sonnen;Lauryne;1999;Coiffeuse;Hindelbank;472;

Liste;8;digital-liberal.ch
Kürzel / Sigle;dl.ch;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;2748;
Zusatzstimmen / Suffrages complémentaires;470;
Parteistimmen / Total des suffrages de parti;3218;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Stöckli;Ursula;1965;Unternehmerin, dipl. Elektroingenieurin;Bern;351;
2;Karlen;Raphael;1973;Digital Entrepreneur, BBA/EMBA IMPL FH;Bern;321;
3;Thalhammer;Alexandra;1979;Beraterin, Stadträtin;Bern;307;
4;Hegi;Philippe;1970;Financial Business Analyst, Elektro/Wirtschaftsingenieur FH;Gümligen;282;
5;Kurt;Hasan;1971;Selbständiger Gastronom;Bern;277;
6;Verasani;Thomas;1976;Informatiker, Betriebswirt;Bern;270;
7;Brönnimann;Kaspar;1973;Unternehmer;Bern;264;
8;Wittwer;Gerhard;1980;Unternehmer, dipl. Ingenieur FH;Wiggiswil;257;
9;Rohrer;Marc;1982;Filialleiter Credit Suisse (Schweiz) AG Burgdorf;Kirchberg;227;
10;Streit;Werner;1968;eidg.dipl. Kaufmann des Detailhandels HFP;Frauenkappelen;192;

Liste;9;Junge Grünliberale Stadt Bern
Kürzel / Sigle;jglp;
Sitze / Sièges;0;
Kandidatenstimmen /Total des suffrages nominatifs;10124;
Zusatzstimmen / Suffrages complémentaires;457;
Parteistimmen / Total des suffrages de parti;10581;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Stimmen haben erhalten/Ont obtenu des suffrages
1;Hartmann;Conny;1993;Ärztin;Bern;730;
2;Lindgren;Maurice;1987;Ökonom, Stadtrat;Bern;703;
3;Mürner-Binzegger;Ramona;1986;Sozialarbeiterin;Bern;691;
4;Hartmann;Loredana;1992;Legal Consultant, Juristin;Bern;606;
5;Haldemann;Fabiana;1990;Juristin;Bern;600;
6;Leuenberger;Jan;1987;Biotechnologe ETH;Bern;588;
7;Kämpfer;Selina;1992;Angehende Anwältin;Kandersteg;567;
8;Rüfenacht;Fabian;1993;Jura Student;Zollbrück;543;
9;Mäder;Denise;1989;Betriebsökonomin;Bern;477;
10;Natter;Ralph;1988;Student;Bern;464;
11;Koch;Markus;1989;Ökonom;Bern;451;
12;Maurer;Frédéric;1986;Elektroingenieur EPFL;Bern;439;
13;Burkhalter;Andrea;1986;Betriebsökonomin FH;Bern;437;
14;Mäder;Isabelle;1992;Assistentin Kommunikation;Bern;436;
15;Strauss;Jannis;1997;Logistiker EFZ Distribution;Bern;435;
16;Aebischer;Patricia;1991;Praktikantin Marketing;Bern;417;
17;Fleer;Rita;1992;Ökonomin;Bern;412;
18;Caussignac;Flavien;1998;Etudiant informatique de gestion;Bern;411;
19;Huwyler;Pascal;1989;Bauingenieur BSc BFH;Bern;366;
20;Bieri;Philippe;1986;Wirtschaftsprüfer;Bern;351;

Liste;10;Grünliberale Stadt Bern
Kürzel / Sigle;glp;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;50287;
Zusatzstimmen / Suffrages complémentaires;2677;
Parteistimmen / Total des suffrages de parti;52964;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Köpfli;Michael;1983;Ökonom M Sc Ec, Generalsekretär glp Schweiz;Bern;4'360;x
2;Mühlheim;Barbara;1959;Geschäftsleiterin KODA;Bern;3'349;x
Stimmen haben erhalten/Ont obtenu des suffrages
3;Mettler;Melanie;1977;Geschäftsleiterin Sunraising, Dr.phil.hist.;Bern;3'019;
4;Grosjean;Claude;1975;Stv. Leiter Steuergesetzgebung ESTV, Stadtrat;Bern;2'638;
5;Egli;Matthias;1978;Umweltingenieur ETH und MBA, Stadtrat;Bern;2'583;
6;Schild;Marianne;1984;Projektleiterin Geschäftsentwicklung SBB;Bern;2'514;
7;Ryser;Sandra;1976;Sekundarlehrerin, Stadträtin;Bern;2'502;
8;Blatter;Gabriela;1984;Chemikerin MSc ETH;Bern;2'440;
9;Mathys;Salome;1984;Ressortleiterin in der Asylabteilung;Bern;2'436;
10;Bertsch;Natalie;1980;Programmverantwortliche Entwicklungszusammenarbeit SECO;Bern;2'379;
11;Flury;Isabelle;1976;Leiterin Kommunikation Post Immobilien;Bern;2'372;
12;Lussi;Simone;1984;Ökonomin, Regionen-Managerin SBB;Bern;2'368;
13;Hoekstra;Michael;1983;Abteilungsleiter Order Management;Bern;2'320;
14;Schwarz;Johannes;1965;Fachspezialist Kredite bei PostFinance AG;Bern;2'256;
15;Zillig;Patrick;1974;Verwaltungsangestellter;Bern;2'231;
16;Berset;Martial;1979;Arbeitspsychologe;Bern;2'197;
17;Häberli;Christian;1951;Welthandelsexperte, Konsulent;Bern;2'171;
18;Scherer;Fabian;1983;Nachhaltigkeitsmanager SBB;Bern;2'102;
19;Ammann;Peter;1962;Betriebsökonom, Unternehmer;Bern;2'089;
20;Kipfer;Christine;1961;eidg.dipl. Immobilien-Treuhänderin;Bern;1'961;

Liste;11;Schweizerische Volkspartei
Kürzel / Sigle;SVP;
Sitze / Sièges;2;
Kandidatenstimmen /Total des suffrages nominatifs;49519;
Zusatzstimmen / Suffrages complémentaires;7754;
Parteistimmen / Total des suffrages de parti;57273;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Hess;Erich;1981;Unternehmer, Nationalrat;Bern;3'717;
2;Hofer;Stefan;1975;Pilot, Unternehmer;Bern;3'051;x
Stimmen haben erhalten/Ont obtenu des suffrages
3;Feuz;Alexander;1964;Rechtsanwalt, Stadtrat;Bern;2'787;
4;Schori;Beat;1950;Alt-Grossrat, Alt-Stadtratspräsident;Bern;2'675;
5;Beuchat;Henri-Charles;1968;Treuhänder, Stadtrat;Bern;2'663;
6;Weyermann;Janosch;1995;Tourismusfachmann;Bern;2'641;
7;Jaisli;Ulrich;1956;Holzkaufmann;Bern;2'572;
8;Burn;Eliane;1982;Unternehmerin, Verwaltungsrätin;Bern;2'478;
9;Lehmann;Daniel;1963;dipl. Meisterlandwirt, Stadtrat;Bern;2'431;
10;Iseli;Roland;1965;Unternehmer, Stadtrat;Bern;2'381;
11;Spörri;Stefan;1959;Arzt;Herrenschwanden;2'354;
12;Glauser;Thomas;1973;eidg.dipl. Landwirt, Unternehmer;Bern;2'283;
13;Jakob;Roland;1966;eidg.dipl. Malermeister, Alt-Stadtrat;Bern;2'258;
14;Kammermann;Monika;1964;Kaufm. Angestellte;Bern;2'239;
15;Rüegsegger;Kurt;1953;eidg.dipl. Malermeister, Stadtrat;Bern;2'219;
16;Nussbaumer;Roger;1986;Kaufm. Angestellter;Bern;2'179;
17;Wyss;Marc Daniel;1981;Koch;Bern;2'177;
18;Maurath;Steve Urs;1989;Bäcker, Facharbeiter;Bern;2'165;
19;Dufour;Xavier;1989;Student der Rechtswissenschaft;Bern;2'161;
20;Feller;Othmar;1956;Mechaniker;Bern;2'088;

Liste;12;Bürgerlich-Demokratische Partei
Kürzel / Sigle;BDP;
Sitze / Sièges;1;
Kandidatenstimmen /Total des suffrages nominatifs;22111;
Zusatzstimmen / Suffrages complémentaires;2406;
Parteistimmen / Total des suffrages de parti;24517;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Kohli;Vania;1959;Fürsprecherin, Grossrätin;Bern;3'422;x
Stimmen haben erhalten/Ont obtenu des suffrages
2;Kohli;Philip;1991;Jurist, Vizepräsident Stadtrat;Bern;1'610;
3;Altmann;Ruth;1958;Juristin, Stadträtin;Bern;1'209;
4;Zürcher;Markus;1961;Dr.phil.hist., Generalsekretär SAGW;Bern;1'143;
5;Aepli Kündig;Marie-Rose;1950;Journalistin, Regionalrichterin;Bern;1'123;
6;Cottagnoud;Philippe;1957;Prof.Dr.med., Chefarzt Hirslanden;Bern;1'116;
7;Stauffer;Marianne;1975;Prozessmanagerin;Langenthal;1'059;
8;Von Aesch-Walter;Helene;1958;eidg.dipl. Erwachsenenbildnerin, Regionalrichterin;Bern;1'032;
9;Staudacher;Werner;1942;Unternehmer;Bern;1'009;
10;Schneider;Martin;1968;Lehrer, Heilpädagoge;Bern;997;
11;Soppelsa;Andrin;1994;Technical Consultant, Student Wirtschaftswissenschaften;Bern;987;
12;Probst;Louis;1995;Student Rechtswissenschaften;Bern;960;
13;Gaudy;Lionel;1989;Human Resources Manager, Stadtrat;Bern;953;
14;Marti;Oliver;1989;Kaufmann, Redaktionsmitarbeiter;Hinterkappelen;943;
15;Abdelmalik Kaaki;Georgina;1983;Unternehmerin;Bern;943;
16;Kläy;Michel;1980;Leiter Digital & Print, MAS Corporate Communications i.A.;Zuzwil;932;
17;Heni;Selim;1993;Marketing-Sponsoring NLA Volley UniBern;Bern;901;
18;Dietrich;Cyrian;1998;Zeichner Fachrichtung Architektur i.A.;Bern;898;
19;Stotzer;Serge Emanuel;1994;Student Wirtschaftswissenschaften;Bern;874;

Liste;13;Grüne (GB und GFL)
Kürzel / Sigle;Grüne;
Sitze / Sièges;4;
Kandidatenstimmen /Total des suffrages nominatifs;95068;
Zusatzstimmen / Suffrages complémentaires;4355;
Parteistimmen / Total des suffrages de parti;99423;
Rang;Name;Vorname;Geb.-Datum;Beruf;Wohnort;Stimmen;Bisher
;Nom;Prénom;Ann. naiss.;Profession;Domicile;Suffrages;Sortant-e
Gewählte/Personnes élues
1;Imboden;Natalie;1970;Historikerin, Co-Präsidentin Grüne Kanton Bern;Bern;6'920;x
2;Sancar;Hasim;1960;dipl. Sozialarbeiter HFS, Leiter Beratungsstelle Pro Infirmis Bern-Stadt;Bern;6'405;x
3;Trede;Aline;1983;Umweltwissenschafterin ETH, Inhaberin Kampagnerei - die Projektfabrik;Bern;6'266;
4;Linder;Anna-Magdalena;1978;Lehrerin Sekundarstufe 1, Drogistin;Bern;5'632;x
Stimmen haben erhalten/Ont obtenu des suffrages
5;Klauser;Daniel;1981;Dr.phil. in Physik, Leiter Entwicklung Smart Energy Link AG;Bern;5'610;x
6;Schmitter;Leena;1980;Mediensprecherin Unia, Stadträtin;Bern;4'996;
7;Grossenbacher;Franziska;1981;Projektleiterin Stiftung Landschaftsschutz Schweiz, Stadträtin;Bern;4'790;
